restaurant,dish_name,description,price
Ohana Sushi,Spicy Karaage,No description,$12.99
Ohana Sushi,Spicy Vege Gyoza,No description,$9.99
Ohana Sushi,Vege Sunomono,No description,$7.99
Ohana Sushi,Rice,No description,$2.99
Ohana Sushi,Ebi Sunomono,No description,$8.99
Ohana Sushi,Sushi Rice,No description,$2.99
Ohana Sushi,Spicy Agedashi Tofu (8pcs),No description,$10.99
Ohana Sushi,Seafood Sunomono,No description,$8.99
Ohana Sushi,Real Crab Sunomono,No description,$7.99
Ohana Sushi,Kimchi(8oz),No description,$5.99
New York Fries (The Bay Centre #2),The Works,No description,$8.49
New York Fries (The Bay Centre #2),Classic Poutine,No description,$8.49
New York Fries (The Bay Centre #2),Bacon Double Cheese Poutine,No description,$8.49
New York Fries (The Bay Centre #2),Butter Chicken Poutine,No description,$8.49
New York Fries (The Bay Centre #2),Chili Cheese Fries,No description,$8.49
New York Fries (The Bay Centre #2),Veggie Fries,No description,$8.49
New York Fries (The Bay Centre #2),Nacho Fries,No description,$8.49
New York Fries (The Bay Centre #2),Chili Poutine,No description,$8.49
New York Fries (The Bay Centre #2),Pulled Pork Poutine,No description,$8.49
New York Fries (The Bay Centre #2),Flamin' Bacon Fries,No description,$8.49
New York Fries (The Bay Centre #2),Fresh Cut Fries,No description,$5.59
New York Fries (The Bay Centre #2),Premium Hot Dog,No description,$5.99
New York Fries (The Bay Centre #2),Bacon Double Cheese Dog,No description,$8.79
New York Fries (The Bay Centre #2),Nacho Dog,No description,$8.79
New York Fries (The Bay Centre #2),Chili Cheese Dog,No description,$8.79
New York Fries (The Bay Centre #2),Flamin' Bacon Dog,No description,$8.79
New York Fries (The Bay Centre #2),Pulled Pork Loaded Dog,No description,$8.79
New York Fries (The Bay Centre #2),Classic Poutine Kit (deconstructed),No description,$14.99
New York Fries (The Bay Centre #2),Veggie Fries Kit (deconstructed),No description,$14.99
New York Fries (The Bay Centre #2),The Works Kit (deconstructed),No description,$14.99
Fuego Old Town Eatery,Benny and the Cakes,No description,$25.00
Fuego Old Town Eatery,Breakfast Burrito,No description,$17.00
Fuego Old Town Eatery,Market Breakfast,No description,$18.50
Fuego Old Town Eatery,El Porco Benny,No description,$16.50
Fuego Old Town Eatery,Cornbread French Toast,No description,$19.00
Fuego Old Town Eatery,Fried Chicken and Cornbread,No description,$21.00
Fuego Old Town Eatery,Breakfast Chimichanga,No description,$18.00
Fuego Old Town Eatery,Mango Mama Pancakes,No description,$19.00
Fuego Old Town Eatery,Fuego Benny,No description,$16.50
Fuego Old Town Eatery,Spanish Omelette,No description,$20.50
Fuego Old Town Eatery,Avocado Toast,No description,$14.00
Fuego Old Town Eatery,Original Benny,No description,$16.50
Fuego Old Town Eatery,Breakfast Enchiladas,No description,$20.00
Fuego Old Town Eatery,Veggie Omelette,No description,$19.50
Fuego Old Town Eatery,Armanda's Breakfast Wrap,No description,$17.50
Fuego Old Town Eatery,Sweet Churro Pancakes,No description,$17.00
Fuego Old Town Eatery,Chilaquiles Skillet,No description,$19.00
Fuego Old Town Eatery,Egg Mollete,No description,$18.50
Fuego Old Town Eatery,Veggie Benny,No description,$16.50
Fuego Old Town Eatery,Conquistador,No description,$19.50
Burger Crush,Single Cheeseburger,No description,$13.80
Burger Crush,Double Cheeseburger,No description,$19.20
Burger Crush,Veggie Style Cheeseburger,No description,$14.40
Burger Crush,Vegan Cheeseburger,No description,$14.40
Burger Crush,Double Veggie Style Cheeseburger,No description,$19.20
Burger Crush,Vegan Double Cheeseburger,No description,$19.20
Burger Crush,French Fries,No description,$6.00
Burger Crush,Crush Fries,No description,$12.00
Burger Crush,Vegan Nuggets,No description,$11.40
Burger Crush,Vegan Crush Fries,No description,$13.80
Burger Crush,Herb Crush,No description,$2.40
Burger Crush,Original Crush,No description,$2.40
Burger Crush,Hot Crush,No description,$2.40
Burger Crush,Vegan Original Crush,No description,$2.40
Burger Crush,Vegan Hot Crush,No description,$2.40
Burger Crush,Vegan Herb Crush,No description,$2.40
Burger Crush,Sweet Crush,No description,$2.40
Burger Crush,Vegan Sweet Crush,No description,$2.40
Burger Crush,Mayo,No description,$1.50
Burger Crush,Vegan Mayo,No description,$1.50
Cat's Coffee & Cake,Traditional Tiramisu,No description,$6.39
Cat's Coffee & Cake,New York Cheesecake,No description,$8.50
Cat's Coffee & Cake,Ham + Cheese Croissant Sandwich,No description,$8.50
Cat's Coffee & Cake,Garlic Sausage Croissant,No description,$9.69
Cat's Coffee & Cake,Turkey /Egg Breakfast Croissant Sandwich,No description,$10.99
Cat's Coffee & Cake,Bacon/ Kimchi Egg Croissant,No description,$10.99
Cat's Coffee & Cake,Almond Croissant,No description,$7.09
Cat's Coffee & Cake,Lemon Tart,No description,$5.81
Cat's Coffee & Cake,Blueberry Muffin,No description,$3.69
Cat's Coffee & Cake,Double Chocolate Muffin,No description,$3.95
Cat's Coffee & Cake,Apple Crumble Muffin,No description,$3.69
Cat's Coffee & Cake,PeanutButter Muffin,No description,$3.95
Cat's Coffee & Cake,Iced London Fog,No description,$7.26
Cat's Coffee & Cake,Italian Soda,No description,$3.68
Cat's Coffee & Cake,Iced Peaflower Latte,No description,$7.38
Cat's Coffee & Cake,Iced Chai Latte,No description,$7.26
Cat's Coffee & Cake,Iced Latte,No description,$7.38
Cat's Coffee & Cake,Iced Mocha,No description,$8.05
Cat's Coffee & Cake,Iced strawberry latte,No description,$8.05
Cat's Coffee & Cake,Iced White Mocha,No description,$8.05
TORO,39'' Golden Lobster,No description,$29.00
TORO,Crazy Salmon,No description,$18.00
TORO,Volcano,No description,$14.00
TORO,Tuna Bumblebee,No description,$19.00
TORO,Black Dragon,No description,$23.00
TORO,Scallop Explosion,No description,$22.00
TORO,Rainbow,No description,$16.00
TORO,MMA,No description,$15.00
TORO,Tropical Punch,No description,$16.00
TORO,Beef Angus (Aburi),No description,$21.00
TORO,Amazing Spider Roll,No description,$19.00
TORO,To-toro,No description,$25.00
TORO,The Pearl,No description,$24.00
TORO,Smoked Diablo,No description,$20.00
TORO,[S] Tuna 4pc,No description,$15.00
TORO,[S] Atlantic Salmon 4pc,No description,$15.00
TORO,[S] Toro 4pc,No description,$19.00
TORO,[S] Tuna Tataki 4pc,No description,$16.00
TORO,[S] Hamachi Toro 4pc,No description,$22.00
TORO,[S] Tako 4pc,No description,$15.00
"Boardwalk Fries, Burgers and Shakes (Victoria)",Boardwalk Fries,No description,$6.61
"Boardwalk Fries, Burgers and Shakes (Victoria)",Boardwalk Fries 16oz,No description,$9.11
"Boardwalk Fries, Burgers and Shakes (Victoria)",Medium Fries 12oz,No description,$7.86
"Boardwalk Fries, Burgers and Shakes (Victoria)",Onion Rings,No description,$8.49
"Boardwalk Fries, Burgers and Shakes (Victoria)",Sweet Potato Fries,No description,$8.49
"Boardwalk Fries, Burgers and Shakes (Victoria)",Golden Tater Tots 12oz,No description,$9.11
"Boardwalk Fries, Burgers and Shakes (Victoria)",Golden Tater Tots 16oz,No description,$10.36
"Boardwalk Fries, Burgers and Shakes (Victoria)",Golden Tater Tots 8oz,No description,$7.86
"Boardwalk Fries, Burgers and Shakes (Victoria)",OL-Cheese Cup,No description,$1.88
"Boardwalk Fries, Burgers and Shakes (Victoria)",OL-Chili Cup,No description,$1.88
"Boardwalk Fries, Burgers and Shakes (Victoria)",OL-Gravy Cup,No description,$1.88
"Boardwalk Fries, Burgers and Shakes (Victoria)",BBQ Cheddar Bacon Burger,No description,$12.49
"Boardwalk Fries, Burgers and Shakes (Victoria)",BBQ Chicken Club,No description,$13.11
"Boardwalk Fries, Burgers and Shakes (Victoria)",Beyond Burger,No description,$12.49
"Boardwalk Fries, Burgers and Shakes (Victoria)",Boardwalk Classic Burger,No description,$11.86
"Boardwalk Fries, Burgers and Shakes (Victoria)",Cheeseburger,No description,$11.86
"Boardwalk Fries, Burgers and Shakes (Victoria)",Chipotle Burger,No description,$11.86
"Boardwalk Fries, Burgers and Shakes (Victoria)",Crispy Chicken,No description,$12.49
"Boardwalk Fries, Burgers and Shakes (Victoria)",Grilled Chicken Burger,No description,$12.49
"Boardwalk Fries, Burgers and Shakes (Victoria)",Hawaiian Burger,No description,$12.49
Cineplex Odeon Cinemas Victoria,Cineplex Popcorn,No description,$8.75
Cineplex Odeon Cinemas Victoria,Combo for Two,No description,$27.19
Cineplex Odeon Cinemas Victoria,Cineplex Movie Night In Combo,No description,$40.29
Cineplex Odeon Cinemas Victoria,Ultimate Movie Snacks Combo,No description,$40.19
Cineplex Odeon Cinemas Victoria,Popcorn Party Combo,No description,$58.40
Cineplex Odeon Cinemas Victoria,Cineplex Popcorn,No description,$8.75
Cineplex Odeon Cinemas Victoria,Shake It! Popcorn Seasoning,No description,$1.25
Cineplex Odeon Cinemas Victoria,Mighty Pop Popcorn,No description,$29.99
Cineplex Odeon Cinemas Victoria,Poptopia Gourmet Popcorn,No description,$7.50
Cineplex Odeon Cinemas Victoria,Candy,No description,$5.99
Cineplex Odeon Cinemas Victoria,Classic Hot Dog,No description,$5.49
Cineplex Odeon Cinemas Victoria,Nachos Grande,No description,$7.99
Cineplex Odeon Cinemas Victoria,Nacho Dip,No description,$1.50
Cineplex Odeon Cinemas Victoria,Fountain Drinks,No description,$4.49
Cineplex Odeon Cinemas Victoria,Bottled Drinks,No description,$5.25
Cineplex Odeon Cinemas Victoria,Monster Energy Drink,No description,$5.75
Cineplex Odeon Cinemas Victoria,Classic Hot Dog,No description,$5.49
Cineplex Odeon Cinemas Victoria,Cineplex Store HD Rental,No description,$5.99
Cineplex Odeon Cinemas Victoria,Simone the Squirrel,No description,$2.99
Cineplex Odeon Cinemas Victoria,Cineplex Blanket,No description,$22.99
Yates Coffee Bar,puppy treats! peanut butter & banana,No description,$0.00
Yates Coffee Bar,sausage & pesto breakfast sandwich,No description,$11.50
Yates Coffee Bar,b.e.l.t deluxe,No description,$13.50
Yates Coffee Bar,cbc breakfast sandwich,No description,$11.50
Yates Coffee Bar,Bacon Egg tomato Breakfast Wrap,No description,$13.80
Yates Coffee Bar,Cheezy breakfast sandwich,No description,$9.50
Yates Coffee Bar,Maple Breakfast Wrap,No description,$13.80
Yates Coffee Bar,taco breakfast wrap (1/2 lb),No description,$14.80
Yates Coffee Bar,b.e.l.t,No description,$12.00
Yates Coffee Bar,Maple breakfast sandwich,No description,$11.50
Yates Coffee Bar,chick'n fiesta breakfast wrap (1/2 lb),No description,$14.80
Yates Coffee Bar,"sausage, egg & cheeze bagel",No description,$13.50
Yates Coffee Bar,fresh baked muffin random,No description,$5.00
Yates Coffee Bar,fresh baked muffin assorted 5,No description,$17.50
Yates Coffee Bar,date square,No description,$5.00
Yates Coffee Bar,Latte,No description,$8.00
Yates Coffee Bar,Mocha,No description,$8.25
Yates Coffee Bar,Cappuccino,No description,$8.00
Yates Coffee Bar,Caramel Macchiato,No description,$8.25
Yates Coffee Bar,Americano,No description,$5.00
Pagliaccis,Effen Vodka Cosmopolitan,No description,$12.50
Pagliaccis,Hornitos Margarita,No description,$12.50
Pagliaccis,Knob Creek Old Fashioned,No description,$12.50
Pagliaccis,House Red Bottle,No description,$27.50
Pagliaccis,House White Wine Bottle,No description,$27.50
Pagliaccis,"Taittinger Brut Reserve, Champagne",No description,$150.00
Pagliaccis,Blue Grouse Paula Sparkling Wine,No description,$60.00
Pagliaccis,Scorched Earth Pinto Noir,No description,$60.50
Pagliaccis,Cantina Tollo MO,No description,$60.00
Pagliaccis,Sperling - Old Vines Riesling,No description,$50.00
Pagliaccis,Four Winds Nectarous dry-hopped sour,No description,$13.50
Pagliaccis,Hoyne Dark Matter,No description,$10.00
Pagliaccis,Peroni Pale Lager,No description,$13.50
Pagliaccis,Driftwood Fat Tug IPA,No description,$10.00
Pagliaccis,Driftwood Naughty Hildegard ESB,No description,$13.50
Pagliaccis,Merridale Traditional,No description,$15.50
Pagliaccis,Merridale Merri Berri,No description,$15.50
Pagliaccis,Maverick Cider,No description,$25.00
Pagliaccis,Minnesota Fats,No description,$13.50
Pagliaccis,Bill Murray's Meatballs (4 pcs),No description,$17.50
Smile Chicken,Seasoned Chicken Mix,No description,$19.00
Smile Chicken,Chicken Lunch Meal,No description,$15.00
Smile Chicken,Chicken Burger Combo,No description,$18.00
Smile Chicken,Original,No description,$18.00
Smile Chicken,Chicken Burger,No description,$15.00
Smile Chicken,Chicken Salad,No description,$18.00
Smile Chicken,Fries,No description,$6.00
Smile Chicken,Steamed Rice,No description,$3.00
Smile Chicken,Kimchi,No description,$4.00
Smile Chicken,Pickled Radish,No description,$3.00
Smile Chicken,Spicy Dipping Sauce,No description,$3.00
Smile Chicken,Soy Garlic,No description,$3.00
Smile Chicken,Sweet Dipping Sauce,No description,$3.00
Smile Chicken,Honey Mustard,No description,$3.00
Smile Chicken,Diet Pepsi (355 ml),No description,$2.50
Smile Chicken,Iced Tea (355 ml),No description,$2.50
Smile Chicken,Sprite (355 ml),No description,$2.50
Smile Chicken,Pepsi (355 ml),No description,$2.50
Smile Chicken,Ginger Ale (355 ml),No description,$2.50
Smile Chicken,Coca Cola (355ml),No description,$2.50
SH91 Dessert,Strawberry Banana Egg Bubble Waffle (草莓香蕉鸡蛋仔),No description,$15.45
SH91 Dessert,Tiramisu Egg Bubble Waffle (提拉米苏鸡蛋仔),No description,$14.95
SH91 Dessert,Matcha Egg Bubble Waffle,No description,$14.95
SH91 Dessert,Mango egg bubble waffle ( 芒果鸡蛋仔）,No description,$15.25
SH91 Dessert,Chocolate Banana Egg Bubble Waffle (巧克力香蕉鸡蛋仔),No description,$14.45
SH91 Dessert,Tiramisu Crepe (提拉米苏千层),No description,$14.75
SH91 Dessert,Mango Crepe (芒果千层),No description,$15.25
SH91 Dessert,lychee lime fruit tea荔枝青柠多肉,No description,$9.25
SH91 Dessert,Half a Mango (半个芒果),No description,$10.25
SH91 Dessert,Eight Strawberries (八颗草莓),No description,$11.55
SH91 Dessert,Supreme Fruit Tea (热情水果),No description,$9.25
SH91 Dessert,Watermelon slush 西瓜沙冰,No description,$10.25
SH91 Dessert,Iced Passion Lemonade (百香柠檬),No description,$9.25
SH91 Dessert,Five lychee 五颗荔枝,No description,$12.25
SH91 Dessert,Taro slush 芋泥沙冰,No description,$8.95
SH91 Dessert,Two peaches (两个桃子）,No description,$12.45
SH91 Dessert,Whole Lime Tea (一颗柠檬）,No description,$8.25
SH91 Dessert,Oreo Mochi Milk Tea (奥利奥麻薯奶茶),No description,$10.25
SH91 Dessert,Cozy Soya Milk Tea (豆豆啵啵茶),No description,$10.25
SH91 Dessert,Cheese Cream Oreo Matcha (奥利奥抹茶酪) (Large),No description,$10.75
Edo Japan -  The Bay Centre,Sukiyaki Beef & Bottled Drink,No description,$17.90
Edo Japan -  The Bay Centre,Teriyaki Chicken & Bottled Drink,No description,$17.25
Edo Japan -  The Bay Centre,Sizzling Shrimp & Bottled Drink,No description,$18.45
Edo Japan -  The Bay Centre,Sukiyaki Beef Bento,No description,$20.05
Edo Japan -  The Bay Centre,Teriyaki Chicken Bento,No description,$19.45
Edo Japan -  The Bay Centre,Chicken Noodlefull Bento,No description,$21.20
Edo Japan -  The Bay Centre,Beef Yakisoba Bento,No description,$21.20
Edo Japan -  The Bay Centre,Veggie Chop Chop Bento,No description,$19.55
Edo Japan -  The Bay Centre,Beef Chop Chop Bento,No description,$21.75
Edo Japan -  The Bay Centre,Fresh Grilled Veggie Bento,No description,$17.85
Edo Japan -  The Bay Centre,Veggie Noodlefull Bento,No description,$19.55
Edo Japan -  The Bay Centre,Hawaiian Chicken Bento,No description,$20.05
Edo Japan -  The Bay Centre,Beef & Shrimp Bento,No description,$24.95
Edo Japan -  The Bay Centre,Chicken & Beef Bento,No description,$20.05
Edo Japan -  The Bay Centre,Chicken Yakisoba Bento,No description,$20.60
Edo Japan -  The Bay Centre,Chicken & Beef Yakisoba Bento,No description,$21.20
Edo Japan -  The Bay Centre,Chicken & Shrimp Bento,No description,$24.30
Edo Japan -  The Bay Centre,Sizzling Shrimp Bento,No description,$20.15
Edo Japan -  The Bay Centre,Beef Noodlefull Bento,No description,$21.75
Edo Japan -  The Bay Centre,Shrimp Noodlefull Bento,No description,$21.85
Dosa Paragon,Idly (3 pcs),No description,$9.99
Dosa Paragon,Vada (3 pcs),No description,$9.99
Dosa Paragon,Podi Idly,No description,$10.99
Dosa Paragon,Paneer-65,No description,$10.99
Dosa Paragon,Veg Pakora,No description,$7.99
Dosa Paragon,Gobi-65,No description,$10.99
Dosa Paragon,Sambar Idly,No description,$9.99
Dosa Paragon,Dahi Vada,No description,$9.99
Dosa Paragon,Mushroom-65,No description,$10.99
Dosa Paragon,Fried Idly,No description,$10.99
Dosa Paragon,Sambar Vada,No description,$9.99
Dosa Paragon,South Indian Combo Plate,No description,$15.99
Dosa Paragon,Idly Vada Combo,No description,$12.99
Dosa Paragon,Masala Dosa,No description,$11.99
Dosa Paragon,Paneer Butter Masala Dosa,No description,$15.99
Dosa Paragon,Mysore Masala Dosa,No description,$13.99
Dosa Paragon,Butter Masala Dosa,No description,$12.99
Dosa Paragon,Onion Masala Dosa,No description,$12.99
Dosa Paragon,Plain Dosa,No description,$9.99
Dosa Paragon,Sambal Masala Dosa,No description,$12.99
Franks Honeybun Cafe,Good Morning Breakfast,No description,$14.99
Franks Honeybun Cafe,Full Breakfast,No description,$19.99
Franks Honeybun Cafe,Omelet,No description,$14.99
Franks Honeybun Cafe,Skillet Melt,No description,$20.99
Franks Honeybun Cafe,French Toast (2 pcs),No description,$15.99
Franks Honeybun Cafe,Low-Carb Breakfast,No description,$14.49
Franks Honeybun Cafe,Homemade Pancakes (2 pcs),No description,$15.99
Franks Honeybun Cafe,Bagel with Cream Cheese and Fruit Bowl,No description,$14.49
Franks Honeybun Cafe,Breakfast Sandwich,No description,$14.49
Franks Honeybun Cafe,"Two Eggs, Toast (2 pcs), Jam, and Hash Browns",No description,$9.99
Franks Honeybun Cafe,French Toast (2 pcs) and Hash Browns,No description,$10.49
Franks Honeybun Cafe,French Toast (2 pcs) with Yogurt and Fresh Fruit,No description,$17.99
Franks Honeybun Cafe,Hashbrown Cheese Melt,No description,$9.49
Franks Honeybun Cafe,French Toast (2 pcs),No description,$7.49
Franks Honeybun Cafe,Hash Browns,No description,$5.49
Franks Honeybun Cafe,French Fries,No description,$5.49
Franks Honeybun Cafe,Ham (1 pc),No description,$5.49
Franks Honeybun Cafe,Bacon (3 pcs),No description,$5.49
Franks Honeybun Cafe,Sausage (3 pcs),No description,$5.49
Franks Honeybun Cafe,Pancakes (2 pcs),No description,$8.49
Cinnaholic (Victoria),Signature Gift Box,No description,$24.99
Cinnaholic (Victoria),Small Cinnacake,No description,$63.25
Cinnaholic (Victoria),Medium Cinnacake,No description,$74.75
Cinnaholic (Victoria),Lemonberry Coffee Cake,No description,$5.00
Cinnaholic (Victoria),Large Cinnacake,No description,$86.25
Cinnaholic (Victoria),Strawberry Shortbread Roll,No description,$7.50
Cinnaholic (Victoria),Build-Your-Own-Roll,No description,$6.00
Cinnaholic (Victoria),Build-a-Brownie,No description,$4.50
Cinnaholic (Victoria),8 oz Cookie Dough container,No description,$6.50
Cinnaholic (Victoria),Brownies,No description,$4.00
Cinnaholic (Victoria),Cookie Dough Scoop,No description,$4.25
Cinnaholic (Victoria),Classic Old Skool,No description,$6.00
Cinnaholic (Victoria),Extra Frosting,No description,$0.75
Cinnaholic (Victoria),Baby Buns,No description,$5.99
Cinnaholic (Victoria),Baby Buns - Dozen,No description,$22.00
Cinnaholic (Victoria),Cookie Dough Sandwich,No description,$7.95
Cinnaholic (Victoria),Huge 16 oz Cookie Dough container,No description,$11.50
Cinnaholic (Victoria),Chocolate Chip Cookies,No description,$3.00
Cinnaholic (Victoria),Cinnadoodle Cookie,No description,$3.00
Cinnaholic (Victoria),Plain Original Cinnamon Roll,No description,$5.75
Chimac Korean Pub & Fried Chicken,Corn Cheese,No description,$12.50
Chimac Korean Pub & Fried Chicken,Caesar Salad,No description,$12.50
Chimac Korean Pub & Fried Chicken,Assorted Fries,No description,$9.00
Chimac Korean Pub & Fried Chicken,Steamed Eggs,No description,$9.00
Chimac Korean Pub & Fried Chicken,Deep-Fried Fish Ball,No description,$11.50
Chimac Korean Pub & Fried Chicken,Poutine,No description,$17.00
Chimac Korean Pub & Fried Chicken,Creamy Shrimp and Mussel,No description,$18.50
Chimac Korean Pub & Fried Chicken,Noodle Salad,No description,$17.00
Chimac Korean Pub & Fried Chicken,Cajun Chicken Salad,No description,$19.50
Chimac Korean Pub & Fried Chicken,Garlic Soy,No description,$18.50
Chimac Korean Pub & Fried Chicken,Spicy Chili,No description,$18.50
Chimac Korean Pub & Fried Chicken,Original,No description,$16.00
Chimac Korean Pub & Fried Chicken,Pa-dak (Boneless),No description,$19.50
Chimac Korean Pub & Fried Chicken,Snowy,No description,$19.50
Chimac Korean Pub & Fried Chicken,Honey Mustard,No description,$18.50
Chimac Korean Pub & Fried Chicken,Creamy Onion (Boneless),No description,$19.50
Chimac Korean Pub & Fried Chicken,Pork Bone Stew (with Rice),No description,$19.50
Chimac Korean Pub & Fried Chicken,Spicy Seafood Soup,No description,$18.50
Chimac Korean Pub & Fried Chicken,Spicy Chicken Soup (with Rice),No description,$19.50
Chimac Korean Pub & Fried Chicken,Fish Cake Soup,No description,$17.00
Pinhalla Pinball Pizzeria,BTS - Roni,No description,$8.00
Pinhalla Pinball Pizzeria,BTS - Athena,No description,$8.00
Pinhalla Pinball Pizzeria,BTS - Plain Jane,No description,$7.00
Pinhalla Pinball Pizzeria,BTS - Underdog,No description,$8.00
Pinhalla Pinball Pizzeria,Fried Garlic Bread,No description,$13.50
Pinhalla Pinball Pizzeria,Cheese Bread,No description,$9.00
Pinhalla Pinball Pizzeria,Italian Meatballs,No description,$18.00
Pinhalla Pinball Pizzeria,Arancini,No description,$15.50
Pinhalla Pinball Pizzeria,Potato Wedges,No description,$10.25
Pinhalla Pinball Pizzeria,House Salad,No description,$14.50
Pinhalla Pinball Pizzeria,Caesar Salad,No description,$16.75
Pinhalla Pinball Pizzeria,Cucumber Dill Salad,No description,$18.00
Pinhalla Pinball Pizzeria,Plain Jane,No description,$27.00
Pinhalla Pinball Pizzeria,Queen Margherita,No description,$28.00
Pinhalla Pinball Pizzeria,Athena,No description,$29.00
Pinhalla Pinball Pizzeria,Mount Doug,No description,$29.00
Pinhalla Pinball Pizzeria,Roni,No description,$29.00
Pinhalla Pinball Pizzeria,The Underdog,No description,$29.00
Pinhalla Pinball Pizzeria,Partners in Crime,No description,$29.00
Pinhalla Pinball Pizzeria,Marco Polo,No description,$29.00
SH91 Tea (Partea),Five Lychees五颗荔枝,No description,$10.75
SH91 Tea (Partea),Eight Strawberries (八颗草莓),No description,$10.25
SH91 Tea (Partea),Half a Mango (半个芒果),No description,$9.75
SH91 Tea (Partea),Watermelon 西瓜沙冰,No description,$9.25
SH91 Tea (Partea),Two peaches ( 两个桃子) SEASONAL,No description,$10.95
SH91 Tea (Partea),Taro Slush,No description,$8.95
SH91 Tea (Partea),Grapefruit Tea (满杯红柚),No description,$9.95
SH91 Tea (Partea),Oreo Mochi Milk Tea (奥利奥麻薯奶茶),No description,$9.75
SH91 Tea (Partea),Soya Cream bobo Milk Tea (豆豆啵啵茶),No description,$9.75
SH91 Tea (Partea),Taro&Taro ball Milk Tea(双芋奶茶）,No description,$8.95
SH91 Tea (Partea),Taro&Taro Ball Cream Milk（双芋鲜奶）,No description,$8.95
SH91 Tea (Partea),Brulee Bobo Milk Tea (布蕾啵啵),No description,$9.75
SH91 Tea (Partea),Cheese. cream Oreo Matcha(奥利奥抹茶酪）,No description,$9.75
SH91 Tea (Partea),Matcha Milk (鲜奶抹茶),No description,$8.75
SH91 Tea (Partea),Purple Rice with Coconut Milk (紫米红豆椰奶),No description,$8.95
SH91 Tea (Partea),Caramel Brown Sugar fresh milk (焦糖脏脏茶),No description,$9.25
SH91 Tea (Partea),Brown Sugar Milk Tea (脏脏奶茶),No description,$8.25
SH91 Tea (Partea),Brown Sugar fresh milk (脏脏茶),No description,$8.05
SH91 Tea (Partea),Brown Sugar Coconut Milk (脏脏椰奶),No description,$8.25
SH91 Tea (Partea),Matcha Brown Sugar pearl milk(L) (脏脏抹茶),No description,$9.45
Betty Burger,Hand-Cut Fries,No description,$9.00
Betty Burger,Gravy,No description,$3.00
Betty Burger,Add Fried Egg,No description,$3.00
Betty Burger,Add Extra Patty,No description,$3.50
Betty Burger,Black & Blue burger,No description,$23.50
Betty Burger,Mushroom Burger,No description,$23.50
Betty Burger,The Betty Burger,No description,$19.75
Betty Burger,Prime Ribeye Beef Dip Sandwich,No description,$29.75
Betty Burger,BBQ Burger,No description,$23.50
Betty Burger,Salmon Burger,No description,$25.50
Betty Burger,Crispy Fish burger,No description,$19.50
Betty Burger,Bacon Cheese Burger,No description,$22.50
Betty Burger,Premium Toppers,No description,$2.25
Betty Burger,Tasty Dips,No description,$1.00
Betty Burger,Cheese Please,No description,$2.25
Good Ovening Korean Pub and Roasted Chicken,Cheeseburger Roll,No description,$18.00
Good Ovening Korean Pub and Roasted Chicken,Bulgogi,No description,$17.00
Good Ovening Korean Pub and Roasted Chicken,Tteok Skewer,No description,$7.00
Good Ovening Korean Pub and Roasted Chicken,So-Tteok Skewer,No description,$10.00
Good Ovening Korean Pub and Roasted Chicken,Spicy Bulgogi,No description,$17.00
Good Ovening Korean Pub and Roasted Chicken,So-Ya,No description,$22.00
Good Ovening Korean Pub and Roasted Chicken,Rosé Pasta,No description,$18.00
Good Ovening Korean Pub and Roasted Chicken,Calamari,No description,$19.00
Good Ovening Korean Pub and Roasted Chicken,Creamy Oven Pasta,No description,$18.00
Good Ovening Korean Pub and Roasted Chicken,Mac n' Cheese,No description,$16.00
Good Ovening Korean Pub and Roasted Chicken,Spicy Mac n' Cheese,No description,$18.00
Good Ovening Korean Pub and Roasted Chicken,French Fries,No description,$11.00
Good Ovening Korean Pub and Roasted Chicken,Tomato Oven Pasta,No description,$18.00
Good Ovening Korean Pub and Roasted Chicken,Corn Cream Soup,No description,$7.00
Good Ovening Korean Pub and Roasted Chicken,Garlic Butter Prawn,No description,$19.00
Good Ovening Korean Pub and Roasted Chicken,Onion Rings,No description,$14.00
Good Ovening Korean Pub and Roasted Chicken,Yam Fries,No description,$14.00
Good Ovening Korean Pub and Roasted Chicken,Pork Kimchi Stew,No description,$18.00
Good Ovening Korean Pub and Roasted Chicken,Spicy Rice Cake,No description,$18.00
Good Ovening Korean Pub and Roasted Chicken,Pork Kimchi,No description,$18.00
Nautical Nellies Steak & Seafood House,Lobster Mac & Cheese,No description,$26.95
Nautical Nellies Steak & Seafood House,Crispy Calamari,No description,$21.50
Nautical Nellies Steak & Seafood House,Hot Lobster Dip for Two,No description,$22.75
Nautical Nellies Steak & Seafood House,Crab Cake Trio,No description,$24.95
Nautical Nellies Steak & Seafood House,Tuna Tataki,No description,$22.95
Nautical Nellies Steak & Seafood House,Lobster & Shrimp Quesadilla,No description,$21.50
Nautical Nellies Steak & Seafood House,Crispy Tofu,No description,$14.50
Nautical Nellies Steak & Seafood House,Root Beer Glazed Pork Belly,No description,$21.50
Nautical Nellies Steak & Seafood House,Lobster Bisque,No description,$17.95
Nautical Nellies Steak & Seafood House,Clam & Corn  Chowder,No description,$14.95
Nautical Nellies Steak & Seafood House,Lobster and Crab Salad,No description,$32.50
Nautical Nellies Steak & Seafood House,Caesar Salad,No description,$17.75
Nautical Nellies Steak & Seafood House,Walnut salad,No description,$19.95
Nautical Nellies Steak & Seafood House,Honey Sriracha Broccolini,No description,$15.95
Nautical Nellies Steak & Seafood House,Wakame Mixed Salad,No description,$14.50
Nautical Nellies Steak & Seafood House,NY Striploin Rice Bowl,No description,$34.95
